ID,Source,Section,Line,SourceRole,SourceStatus,OriginalText
SRC-0239,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: responsiver Gesamt-Prüflauf und visueller Review,1149,acceptance-evidence,Not explicit,| `ausruestung.html` | technisch geprüft | technisch geprüft | technisch geprüft | URL nur für Altlinks; nicht im Menü |
SRC-0240,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: responsiver Gesamt-Prüflauf und visueller Review,1150,acceptance-evidence,Not explicit,| `bike.html` | technisch geprüft | technisch geprüft | technisch geprüft | URL nur für Altlinks; nicht im Menü |
SRC-0241,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: responsiver Gesamt-Prüflauf und visueller Review,1151,acceptance-evidence,Not explicit,| `scott-mountainbike.html` | technisch geprüft | technisch geprüft | technisch geprüft | gemeinsames Ausrüstungs-Template; Bildreview offen |
SRC-0242,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: responsiver Gesamt-Prüflauf und visueller Review,1152,acceptance-evidence,Not explicit,| `cube.html` | technisch geprüft | technisch geprüft | technisch geprüft | als in Vorbereitung markiert |
SRC-0243,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: responsiver Gesamt-Prüflauf und visueller Review,1153,acceptance-evidence,Not explicit,| `trek-gravelbike.html` | technisch geprüft | technisch geprüft | technisch geprüft | als in Vorbereitung markiert |
SRC-0244,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: responsiver Gesamt-Prüflauf und visueller Review,1154,acceptance-evidence,Not explicit,| `diamant-stadtraeder.html` | technisch geprüft | technisch geprüft | technisch geprüft | als in Vorbereitung markiert |
SRC-0245,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: responsiver Gesamt-Prüflauf und visueller Review,1155,acceptance-evidence,Not explicit,| `woom-2.html` | technisch geprüft | technisch geprüft | technisch geprüft | als in Vorbereitung markiert |
SRC-0246,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: responsiver Gesamt-Prüflauf und visueller Review,1157,acceptance-evidence,Not explicit,"Die 65 Seiten-Screenshots, Navigation, drei gemeinsame Galerien und Foto-Viewer stehen nur lokal unter `127.0.0.1:8790` zur visuellen Nutzerprüfung. Die Bildproben inklusive Italien-Hero V4 und Trulli V12 stehen unter `127.0.0.1:8789`; zwei Datenschutzfälle bleiben bewusst ausgespart. Viewer-Pfeile wurden bei 390 × 844 und 1440 × 900 rechnerisch und per Screenshot mittig zur Bildbühne geprüft. Mobilnavigation öffnet, zeigt die direkten Rad-Unterseiten ohne „Alle Räder“ und schließt mit Escape. Nach den CSS-Korrekturen: `node --test` 27/27, `python -m unittest tools.test_site_build` 8/8, `python tools/build-detail-pages.py` 7/7 und `python build-travel-pages.py --check` 3/3 bestanden."
SRC-0247,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: responsiver Gesamt-Prüflauf und visueller Review,1169,acceptance-evidence,Not explicit,**Grenze:** Die Screenshots bilden nur den vorliegenden lokalen Codezustand ab; Farbproben sind noch nicht in alle Webdateien übernommen. Die Bildfreigabe und menschliche Sichtabnahme stehen aus. Weder ein Commit noch Push/Deployment oder Live-Nachkontrolle erfolgte in dieser Phase.
SRC-0248,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: konkrete Fotokorrekturen nach Nutzerfeedback,1176,acceptance-evidence,Not explicit,"Aus den unveränderten Projektkopien wurden am 24.09.2026 18 private Prüffassungen erzeugt: Italien-Hero V5 sowie die nummerierten Motive 2, 4, 5, 6, 11, 13, 17, 19, 23, 26, 28, 32, 36, 39, 48, 49 und 50. Sie sind im nur lokal gebundenen Vorher-/Nachher-Review `http://127.0.0.1:8791/` einzeln und in voller Größe prüfbar. Die motivbezogenen Eingriffe und Quell-/Ableitungshashes stehen in `review/graded-previews/user-feedback-2026-09-24/manifest.json`. Der lesende Lauf `python tools/grade-user-feedback-previews.py --verify` bestätigt 18/18 unveränderte Projektkopie-/Ableitungshashes. Das Archiv selbst wurde bei diesem Lauf nicht geöffnet oder verändert; dieser Hash-Abgleich ist **kein** vollständiger Archiv-Verzeichnisnachweis. Nr. 48 erhielt nach der Farbkorrektur eine zusätzliche enge Kennzeichenmaske; der 100%-Vorher-/Nachher-Ausschnitt liegt als `48-feedback-v1-plate-qa.jpg` privat vor. Erwachsene in den aktiven Prüffassungen bleiben unmaskiert, sofern keine motivbezogene Anweisung vorliegt. Nr. 40, 51, 61, 64, 66 und 72 wurden wegen der Personenentscheidung nicht unnötig neu bearbeitet."
SRC-0249,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: konkrete Fotokorrekturen nach Nutzerfeedback,1194,acceptance-evidence,Not explicit,"Die neue Farbprobe zu Nr. 23 enthält **noch** die vom Nutzer zur Entfernung bestimmten Masten; präzise Retusche und 100%-Prüfung sind offen. Nr. 13 und 19 haben in der unveränderten Quelle überwiegend trockenbraune Wiesen; sie wurden nicht in fiktives Grün umgefärbt. Bei Nr. 48 wurde die helle Umgebung tonal beruhigt, aber keine künstliche Tiefenunschärfe hinzugefügt. Bei mehreren Motiven ist die subjektive Farbwirkung weiterhin vom Nutzer zu beurteilen. Status: **dokumentiert und lokal als Review-Kandidat umgesetzt, Hash-Prüfung bestanden; nicht fachlich freigegeben, nicht in die Website eingebaut, nicht live**. Design-Guide inhaltlich unverändert."
SRC-0250,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Folgerunde nach Bildfeedback (24.09.2026),1207,acceptance-evidence,Not explicit,"Private, nicht eingebaute Kandidaten: Nr. 2/11 mit stärkerer Dunstkorrektur, Nr. 26/28 mit motivbezogener Dunst-/Tonwertkorrektur, Nr. 36 auf Basis der vom Nutzer bevorzugten bisherigen Farbprobe. Nr. 49: bisherige Farbprobe wieder als ausgewählte Review-Fassung; die jüngere Variante ist verworfen. Nr. 50: die als unnatürlich zurückgewiesene V1 sowie die zu warme Ersatzprobe V2 sind verworfen; `review/graded-previews/photo-50-natural-v3-2026-09-24/50-natural-v3.jpg` ist ein enger, bewölkt-natürlicher Einzelmotiv-Vorschlag. Quelle ist die unveränderte Projektkopie `PA131111.JPG`; deren SHA-256 `77bb598e4988b9d1f85f70d66555ff3c92accc657a79925194282a3ad719fc02` wurde vor und nach der Ableitung abgeglichen. Keine Gesichtsmaske, kein geänderter Bildinhalt, keine globale Regeländerung."
SRC-0251,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Folgerunde nach Bildfeedback (24.09.2026),1220,acceptance-evidence,Done/Existing (source wording; verify),"Nr. 23 bleibt **offen**. Die verstärkte Vordergrundaufhellung erzeugte sichtbares Schattenrauschen. Eine ausschließlich lokal ausgeführte Mast-Retusche wurde im 100%-Ausschnitt geprüft und wegen sichtbarer Reparaturspuren verworfen. Sie ist nicht im Webbild und nicht als freigegebene Review-Version enthalten. Sämtliche Folgekandidaten sind lokale Entwürfe; fachliche Abnahme, Webeinbau, Gesamttests, Push, Release und Live-Nachprüfung stehen aus. Der frühere Status „23 Masten noch vorhanden“ bedeutet somit weiterhin keinen erledigten Befund."
SRC-0252,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Aktuelle Nutzerentscheidungen und Korrektur der Statusaussage,1231,acceptance-evidence,Not explicit,"Am 24.09.2026 hat der Nutzer alle **sichtbar geprüften aktuellen Bildproben** freigegeben. Nicht sichtbare/gesperrte Motive 63 und 69 sind nicht umfasst. Für Nr. 23 ist die Mast-Entfernung nun ausdrücklich beauftragt; eine artefaktfreie, abgenommene Retusche fehlt weiterhin. Keine dieser Freigaben belegt bereits einen Webeinbau oder Live-Stand."
SRC-0253,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Aktuelle Nutzerentscheidungen und Korrektur der Statusaussage,1237,acceptance-evidence,Not explicit,"Die früheren Tabellenzeilen für `bike.html` und `ausruestung.html` beschreiben den damaligen Zwischenstand und sind **für den aktuellen Sollzustand ersetzt**: Die beiden Inhaltsseiten werden lokal nicht mehr ausgeliefert, interne Links wurden aus den aktiven Seitenquellen entfernt, die alten Adressen antworten mit `301 Location: /`. Nicht vorhandene öffentliche HTML-Routen antworten mit `302 Location: /`; fehlende Assets weiterhin mit 404. Die beiden Adressen stehen nicht mehr in der Sitemap. Lokaler HTTP-Check bestätigte die vier genannten Antworten. Der aktuelle strenge Bild-Audit erfasste 11 öffentliche Seiten, 80/80 vorhandene Bildreferenzen und 80/80 Quellenbelege ohne fehlende Dateien oder Hashabweichungen."
SRC-0254,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Aktuelle Nutzerentscheidungen und Korrektur der Statusaussage,1248,acceptance-evidence,Not explicit,"Auch die frühere Bezeichnung „gemeinsames Ausrüstungs-Template“ für Scott war als Sichtabnahme zu weitgehend. Kajak und Scott teilen Hero-Renderer und Galerie; Bild-Text- und Datenabschnitte tragen nun zusätzlich gemeinsame Strukturklassen und ein zentrales Grundlayout in `detail-editorial.css`. Scotts weitere Abschnitts-CSS ist noch überwiegend seitenspezifisch. Die lokal korrigierte Hero-Ausrichtung wurde gegen Kajak in Desktop, Tablet und Handy hoch/quer mit 8/8 technischen Ergebnissen geprüft. Die 4 unvollständigen Radprofile behalten laut ausdrücklicher Nutzerentscheidung ihre vorläufige Poster-Ausnahme. Der nach der Strukturänderung wiederholte responsive Nachlauf meldete 55/55 technisch bestandene Seiten-/Format-Kombinationen für 11 öffentliche Seiten. Die erneut ausgeführte Kajak-/Scott-Hero-Vergleichsprüfung meldet 8/8 technisch ohne Fehler; die Screenshots wurden zusätzlich an Hero und Abschnittsanfang gesichtet. Der übrige Scott-Seitenkörper und die vollständige Ausrüstungs-Sichtabnahme sind **offen**. Der aktuelle Python-Testlauf besteht 9/9. Der erneute komplette Node-Testlauf hat 26/27 bestanden; der Plan- Konsistenztest scheitert an der unabhängig neu angelegten, noch nicht im Planregister erfassten Datei `docs/abnahmeberichte/fahrzeug-schiebetuer- korrektur-2026-09-24.md`. Der Detailgenerator-Check meldet außerdem eine unabhängig veränderte `vehicle.html` gegenüber ihrer Vorlage; diese parallele Fahrzeugänderung wurde hier nicht überschrieben. Ein Release ist dadurch zusätzlich gesperrt. Der lokale Seitenreview unter `http://127.0.0.1:8790/` zeigt nur die 11 aktuell ausgelieferten Seiten; alte Screenshots der entfernten Übersichtsrouten sind nicht im aktuellen Review verlinkt. Alles nur lokal; kein Commit, Push oder Live-Rollout."
SRC-0255,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Scott/Kajak: Ursache der weiterhin sichtbaren Abweichung,1276,acceptance-evidence,Partially Done (source wording),"Die Rückmeldung des Nutzers vom 24.09.2026 ist berechtigt: Der vorherige Nachweis belegte gemeinsame Hero- und Galerie-Erzeugung, aber **keine vollständige visuelle Template-Übereinstimmung**. Kajak hat nach dem Hero einen zweispaltigen Intro-Block, eine dreiteilige Nutzen-Kartenreihe und einen eigenen Erfahrungsblock; Scott beginnt stattdessen direkt mit acht flachen Langzeitbericht-Abschnitten. Außerdem enthielt `bike-pages.css` noch stärker gewichtete Scott-Layoutregeln, sodass die neuen gemeinsamen `detail-editorial.css`-Klassen teilweise nicht wirksam wurden. Der Scott- Hero war wegen fehlendem `border-box` bei 1440 px 962 statt 760 px hoch. Der vom Nutzer gerade geöffnete lokale Port `8791` wurde zusätzlich als **Bild-Korrektur-Review**, nicht als aktuelle Website-Vorschau verifiziert; die aktuelle Scott-Seite liegt lokal auf Port `8788`."
SRC-0256,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Scott/Kajak: Ursache der weiterhin sichtbaren Abweichung,1289,acceptance-evidence,Not explicit,"Lokal korrigiert: gemeinsame Hero-Größenberechnung und Eyebrow-Typografie in `kajak-hero.css`; konkurrierende Scott-Regeln für Bild-Text-Paare und Datenraster entfernt; mobile Bild-Text-Anordnung vom gemeinsamen Stylesheet übernommen. `tools/audit-equipment-reference.mjs` prüft nun neben Bildladung/Überlauf auch Hero-Höhengleichheit bei Desktop, Tablet und 740 px sowie die tatsächliche Grid-/Mobil-Anordnung: **10/10 ohne diese technischen Fehler**. Die Screenshots unter `review/scott-kajak-reference-2026-09-24/` wurden erneut gesichtet. Der öffentliche Inhaltstest enthält zusätzlich einen dauerhaften Regressionscheck für gemeinsame Detailseiten-Hülle, Editorial-CSS und `border-box` sowie gegen einen erneut eingeführten Scott-Grid-Block; dieser gezielte Testlauf besteht 8/8. Der Browser-Vergleich muss nach visuellen Änderungen separat gegen die lokale Vorschau ausgeführt werden. Der Kajak-typische Intro-/Karten-/Erfahrungsrhythmus ist auf Scott **noch nicht vollständig umgesetzt oder visuell abgenommen**; die Seite darf daher nicht als fertig angeglichen gelten. Keine Bilddatei wurde dabei verändert, der Design-Guide blieb inhaltlich unverändert. Nur lokal."
SRC-0257,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Scott-Bildrhythmus – lokaler Review-Entwurf,1309,acceptance-evidence,Not explicit,"Nach erneuter vollständiger Sichtung zeigte sich ein konkreter Bildfehler: Vier redaktionelle 4:3-Fotos standen aus historischen CSS-Regeln untereinander links; ein fünftes Foto hatte eine andere Spaltenbreite und vor dem Laden keine reservierte Höhe. Das wirkte wie versehentlich uneinheitlich große Bilder. Der lokale Entwurf rendert dieselben fünf unveränderten Webdateien jetzt im zentralen `detail-editorial.css` mit gleicher 4:3-Darstellungsfläche und ohne Zuschnitt. Die Seitenfolge ist links–rechts–links–rechts–links; mobil bleiben die Bilder einheitlich breit oberhalb des jeweiligen Textes. Die Seiteninhalte, Galerie und Viewer wurden nicht ausgetauscht. Die Bildarchive wurden nicht geöffnet oder beschrieben; keine neue Bilddatei wurde erzeugt."
SRC-0258,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Scott-Bildrhythmus – lokaler Review-Entwurf,1321,acceptance-evidence,Not explicit,"Die Markierung erfolgt im gemeinsamen `site_detail.py`-Renderer statt in handgepflegtem Seitenmarkup. Die fünfte Bildstelle ist als `featured_section_index: 5` in `content/detail-pages.json` konfiguriert. `tools/build-detail-pages.py --page scott-mountainbike.html` prüft diese Seite einzeln, ohne die parallel bearbeitete Fahrzeugseite zu überschreiben. Gezielt bestehen 9/9 Python-Tests, 8/8 öffentliche Inhaltstests und der strenge Bildreferenz-Audit mit 80/80 Einträgen. Der vollständige Node-Lauf hat 27/28 Tests bestanden; nur der Plan-Konsistenztest scheitert weiterhin am separat angelegten Fahrzeug-Abnahmebericht ohne Registereintrag. Der gesamte Detailgenerator-Check bleibt wegen der parallel geänderten `vehicle.html` abweichend; der gezielte Scott-Check ist 1/1 stabil. Der Browser-Audit kontrolliert alle fünf Bildgrößen und ihre abwechselnden Positionen: 10/10 Kajak-/Scott-Ansichten ohne technischen Fehler. Die zusätzliche Responsive-Prüfung erfasste 55/55 öffentliche Seiten-/Formatkombinationen ohne technischen Fehler. Die visuellen Belege liegen unter `review/scott-kajak-reference-2026-09-24/`. **Nutzer-Sichtfreigabe und Live-Rollout stehen aus.** Die übrige Intro-/Karten-Migration bleibt ebenfalls offen. Der Design-Guide wurde inhaltlich nicht geändert."
