AtomicID,SourceID,Source,Line,Clause,OriginalFullTextRef,PlanningMapping,PlanningCoverage,ImplementationStatus,ImplementationNote,AtomicityReview,ReviewClassification,RequirementID,SuccessorIDs,RequirementText,ConcreteTarget,SemanticResult,ReviewReason,OpenQuestion,ReviewedSourceSHA256,ReviewPackage,BlockCoverageCheck
SRC-0555.a,SRC-0555,docs/betrieb.md,46,"Für den gemeinsamen Google-Login gelten zusätzlich eigene Werte `GOOGLE_LOGIN_CLIENT_ID`, `GOOGLE_LOGIN_CLIENT_SECRET` und `GOOGLE_LOGIN_REDIRECT_URI=https://vanventure.at/api/auth/google/callback` in der privaten Server-`.env`.",traceability-matrix.csv#SRC-0555,"ST-AUTH-01#Acceptance-Criteria,constraint-register.md#src-0555",Split,Existing / Verify,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; split into semantic successors,Project rule / constraint,,"SRC-0555.a1,SRC-0555.a2,SRC-0555.a3","Für den gemeinsamen Google-Login gelten zusätzlich eigene Werte `GOOGLE_LOGIN_CLIENT_ID`, `GOOGLE_LOGIN_CLIENT_SECRET` und `GOOGLE_LOGIN_REDIRECT_URI=https://vanventure.at/api/auth/google/callback` in der privaten Server-`.env`.","ST-AUTH-01#Acceptance-Criteria,constraint-register.md#src-0555",Planning target checked; implementation and current live state not independently verified,"SRC-0555.a: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0555.b,SRC-0555,docs/betrieb.md,46,Diese Werte gehören zu einem neuen OAuth-Webclient mit ausschließlich `openid email profile`;,traceability-matrix.csv#SRC-0555,"ST-AUTH-01#Acceptance-Criteria,constraint-register.md#src-0555",Split,Existing / Verify,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; split into semantic successors,Project rule / constraint,,"SRC-0555.b1,SRC-0555.b2",Diese Werte gehören zu einem neuen OAuth-Webclient mit ausschließlich `openid email profile`;,"ST-AUTH-01#Acceptance-Criteria,constraint-register.md#src-0555",Planning target checked; implementation and current live state not independently verified,"SRC-0555.b: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0555.c,SRC-0555,docs/betrieb.md,46,der YouTube-OAuth-Client darf nicht wiederverwendet werden.,traceability-matrix.csv#SRC-0555,"ST-AUTH-01#Acceptance-Criteria,constraint-register.md#src-0555",Rule / Constraint,Existing / Verify,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,SRC-0555.c,,der YouTube-OAuth-Client darf nicht wiederverwendet werden.,"ST-AUTH-01#Acceptance-Criteria,constraint-register.md#src-0555",Planning target checked; implementation and current live state not independently verified,"SRC-0555.c: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0555.d,SRC-0555,docs/betrieb.md,46,Vor dem Einschalten werden die vorgesehenen Google-Adressen in der Benutzerverwaltung zugeordnet und mindestens ein freigegebenes sowie ein abgelehntes Konto live geprüft.,traceability-matrix.csv#SRC-0555,"ST-AUTH-01#Acceptance-Criteria,constraint-register.md#src-0555",Split,Existing / Verify,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; split into semantic successors,Functional requirement,,"SRC-0555.d1,SRC-0555.d2,SRC-0555.d3",Vor dem Einschalten werden die vorgesehenen Google-Adressen in der Benutzerverwaltung zugeordnet und mindestens ein freigegebenes sowie ein abgelehntes Konto live geprüft.,"ST-AUTH-01#Acceptance-Criteria,constraint-register.md#src-0555",Planning target checked; implementation and current live state not independently verified,"SRC-0555.d: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0556.a,SRC-0556,docs/betrieb.md,55,`npm run check:release` ist absichtlich keine Deployment-Automatik.,traceability-matrix.csv#SRC-0556,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0556",Rule / Constraint,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,SRC-0556.a,,`npm run check:release` ist absichtlich keine Deployment-Automatik.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0556",Planning target checked; implementation and current live state not independently verified,"SRC-0556.a: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0556.b,SRC-0556,docs/betrieb.md,55,Ein erstellter Dump bleibt die direkte Rückfallmöglichkeit für datenverändernde Releases.,traceability-matrix.csv#SRC-0556,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0556",Rule / Constraint,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,SRC-0556.b,,Ein erstellter Dump bleibt die direkte Rückfallmöglichkeit für datenverändernde Releases.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0556",Planning target checked; implementation and current live state not independently verified,"SRC-0556.b: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0557.a,SRC-0557,docs/betrieb.md,61,"`npm run monitor:cockpit` liest ausschließlich die benötigten Statusfelder aus der privaten Datenbank und gibt nur einen knappen, geheimnisfreien Status aus.",traceability-matrix.csv#SRC-0557,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0557",Split,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; split into semantic successors,Project rule / constraint,,"SRC-0557.a1,SRC-0557.a2","`npm run monitor:cockpit` liest ausschließlich die benötigten Statusfelder aus der privaten Datenbank und gibt nur einen knappen, geheimnisfreien Status aus.","ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0557",Planning target checked; implementation and current live state not independently verified,"SRC-0557.a: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0557.b,SRC-0557,docs/betrieb.md,61,Bei Problemen endet es mit einem Fehlercode und einem oder mehreren dieser Kennzeichen:,traceability-matrix.csv#SRC-0557,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0557",Merged,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,,"SRC-0558.a,SRC-0559.a,SRC-0560.a,SRC-0561.a",Bei Problemen endet es mit einem Fehlercode und einem oder mehreren dieser Kennzeichen:,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0557",Planning target checked; implementation and current live state not independently verified,"Error code and one or more markers form a contract with SRC-0558–SRC-0561, not a standalone acceptance.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0558.a,SRC-0558,docs/betrieb.md,66,- `SYNC_FAILED`: letzter Abgleich fehlgeschlagen.,traceability-matrix.csv#SRC-0558,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0558",Rule / Constraint,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,SRC-0558.a,,- `SYNC_FAILED`: letzter Abgleich fehlgeschlagen.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0558",Planning target checked; implementation and current live state not independently verified,"SRC-0558.a: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0559.a,SRC-0559,docs/betrieb.md,67,- `OAUTH_REAUTH_REQUIRED`: der Refresh-Token wurde von Google abgelehnt;,traceability-matrix.csv#SRC-0559,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0559",Rule / Constraint,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,SRC-0559.a,,- `OAUTH_REAUTH_REQUIRED`: der Refresh-Token wurde von Google abgelehnt;,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0559",Planning target checked; implementation and current live state not independently verified,"SRC-0559.a: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0559.b,SRC-0559,docs/betrieb.md,67,im Cockpit erneut verbinden.,traceability-matrix.csv#SRC-0559,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0559",Rule / Constraint,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,SRC-0559.b,,im Cockpit erneut verbinden.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0559",Planning target checked; implementation and current live state not independently verified,"SRC-0559.b: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0560.a,SRC-0560,docs/betrieb.md,69,- `SYNC_STALE`: bei aktiviertem Zeitplan fehlt ein erfolgreicher Lauf länger als Intervall plus zwei Stunden.,traceability-matrix.csv#SRC-0560,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0560",Rule / Constraint,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,SRC-0560.a,,- `SYNC_STALE`: bei aktiviertem Zeitplan fehlt ein erfolgreicher Lauf länger als Intervall plus zwei Stunden.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0560",Planning target checked; implementation and current live state not independently verified,"SRC-0560.a: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
